	Sample ID (registered at the BioSamples ...)	Sample ID (registered at the European Nu...)	Basis	Campaign	Station	Device	Event	Date/Time	Latitude	Longitude	Env feature	Depth, nominal	Depth top [m]	Depth bot [m]	Fraction lower [µm]	Fraction upper [µm]	Sample material	Sample method	Sample label	MP biome	OS region	BG province	Sea ice conc [%]	Sea ice free period start DOY [day]	Sea Ice free period [days]	Sea ice free period end DOY [day]	Season (at the sampling location and ...)	Season (at the sampling location and ...).1	Moon phase nominal	Moon phase proportion	Time of day	SSD [min]	PAR day [mol quanta/m**2/day] (at the sampling location and ...)	PAR day [mol quanta/m**2/day] (calculated from AMODIS produc...)	PAR day [mol quanta/m**2/day] (Calculated from GlobColour pr...)	PAR day [mol quanta/m**2/day] (at the sampling location for ...)	SST grad h [°C/100 km] (calculated from AMODIS products)	Fe tot [µmol/l]	Fe std dev [±]	[NH4]+ [µmol/l]	[NH4]+ std dev [±]	[NO2]- [µmol/l]	[NO2]- std dev [±]	[NO3]- [µmol/l]	NO3 std dev [±]	SSfCDOM [ppb (QSE)]	SSChla [mg/m**3]	Chl a conc [mg/m**2]	Ssphi sat [%]	NPP C [mg/m**2/day] (Calculated using the Arctic-a...)	NPP C [mg/m**2/day] (calculated from VGPM products)	TSS [mg/l]	POC [µg/kg]	PIC [mol/m**3]	Bathy depth [m]	Latitude (of the closest geographic coo...)	Longitude (of the closest geographic coo...)	Distance [km]	SST grad h [°C/100 km] (at the sampling location and ...)	SSM index [1/s**2]	u [cm/s]	v [cm/s]	OW	MLE [1/day]	RT [days]	Latitude (of the continental shelf with...)	Longitude (of the continental shelf with...)	Age [days]	Latitude (of the geographic coordinate ...)	Longitude (of the geographic coordinate ...)	study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title	_merge
537																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288973	ERR315822	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	77812810.0	15718187620.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSF_6_B02DDACXX.IND5	run_AHX_AAEOSF_6_B02DDACXX.IND5	6470121122;6673728859	aeea1c05786124ba5efc8bdf74e18538;b4b8cbc7ae515952d4ccb900bb20d4af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315822/ERR315822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315822/ERR315822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_1_B02DDACXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_2_B02DDACXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_1_B02DDACXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_2_B02DDACXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315822	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315822		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
539																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288966	ERR315824	408172.0	marine metagenome	unspecified	PAIRED	11376408.0	2320787232.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSW_1_62FL1AAXX.M1T	run_AHX_AAEOSW_1_62FL1AAXX.M1T	889295491;672031126	f9c4ca0ce3613826a907f39ee6b40d2e;5f4b38e12db31a268aa6afce78487682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315824/ERR315824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315824/ERR315824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_1_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_1_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_1_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_1_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315824	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315824		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
540																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288958	ERR315825	408172.0	marine metagenome	unspecified	PAIRED	32381221.0	6994343736.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSU_6_627E4AAXX	run_AHX_AAEOSU_6_627E4AAXX	2829093385;2949613227	189d5f38f772d207627b3c4db3fedd8a;2acca9c53dd5b1360f7b25538d79de28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315825/ERR315825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315825/ERR315825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_6_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_6_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_6_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_6_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315825	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315825		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
495																																																																							PRJEB4352	SAMEA2189671	ERS327858	ERX288842	ERR315678	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	628061.0	340956375.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAHOTS_GHTUOWP01	run_1.GAC.AHX_AAHOTS_GHTUOWP01	168468275	b5f63e57afbb739f1d48327038a6e00f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315678/ERR315678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAHOTS_GHTUOWP01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAHOTS_GHTUOWP01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315678	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315678		sample_AHX_408172_7SUR1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
508																																																																							PRJEB4352	SAMEA2189671	ERS327858	ERX288823	ERR315691	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	261842.0	144082092.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_3.GAC.AHX_AAHOTS_GHH8HNY03	run_3.GAC.AHX_AAHOTS_GHH8HNY03	64744523	2eeb42e70e0a9de21e69beddf2992112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315691/ERR315691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAHOTS_GHH8HNY03.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAHOTS_GHH8HNY03.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315691	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315691		sample_AHX_408172_7SUR1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
538																																																																							PRJEB4352	SAMEA2189671	ERS327858	ERX288961	ERR315823	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	107601477.0	22381107216.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAHOSU_2_81DHPABXX	run_AHX_AAHOSU_2_81DHPABXX	9288715584;9211110322	3028277f1d6c3f5af3f0613fa3933a21;2346f477083be82d5aa0d99762cddb7b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315823/ERR315823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315823/ERR315823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAHOSU_2_1_81DHPABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAHOSU_2_2_81DHPABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAHOSU_2_1_81DHPABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAHOSU_2_2_81DHPABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315823	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315823		sample_AHX_408172_7SUR1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
496																																																																							PRJEB4352	SAMEA2189667	ERS327854	ERX288831	ERR315679	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	237226.0	127475405.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_4.GAC.AHX_AACOTS_GF0OIWM04	run_4.GAC.AHX_AACOTS_GF0OIWM04	60621918	c286f0b2954ce570f696b64c014efc22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315679/ERR315679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOTS_GF0OIWM04.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOTS_GF0OIWM04.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315679	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315679		sample_AHX_408172_7DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
500																																																																							PRJEB4352	SAMEA2189667	ERS327854	ERX288829	ERR315683	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	210931.0	183415486.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium LR Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AACOKS_GJG1U1Y02	run_2.GAC.AHX_AACOKS_GJG1U1Y02	71247235	0dd1055912c553ae2564dd064f3dcc86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315683/ERR315683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOKS_GJG1U1Y02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOKS_GJG1U1Y02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315683	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315683		sample_AHX_408172_7DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
509																																																																							PRJEB4352	SAMEA2189667	ERS327854	ERX288830	ERR315692	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	598818.0	334833423.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AACOTS_GID30WG01	run_1.GAC.AHX_AACOTS_GID30WG01	143714095	73b117ccbdc1c9ff0626a13c700d8b29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315692/ERR315692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOTS_GID30WG01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AACOTS_GID30WG01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315692	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315692		sample_AHX_408172_7DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
524																																																																							PRJEB4352	SAMEA2189667	ERS327854	ERX288952	ERR315809	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	86987246.0	18093347168.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AACOSU_5_814P9ABXX	run_AHX_AACOSU_5_814P9ABXX	7960017840;7678906231	e7af6945dd8416df97b85e70b8df4b29;4bf7782248d5f236b7580c2dbaf24f09	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315809/ERR315809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315809/ERR315809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AACOSU_5_1_814P9ABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AACOSU_5_2_814P9ABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AACOSU_5_1_814P9ABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AACOSU_5_2_814P9ABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315809	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315809		sample_AHX_408172_7DCM1QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
504																																																																							PRJEB4352	SAMEA2189668	ERS327855	ERX288832	ERR315687	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	528217.0	270923030.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAKOTM_GJG0H8S02.RLMID12	run_2.GAC.AHX_AAKOTM_GJG0H8S02.RLMID12	131871569	38a2e026f7a110fbae86084f0b442c55	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315687/ERR315687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAKOTM_GJG0H8S02.RLMID12.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAKOTM_GJG0H8S02.RLMID12.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315687	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315687		sample_AHX_408172_7SUR1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
523																																																																							PRJEB4352	SAMEA2189668	ERS327855	ERX288963	ERR315808	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	86099866.0	17908772128.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAKOSE_3_81DHUABXX	run_AHX_AAKOSE_3_81DHUABXX	7565073389;7304443219	8e8351bd82ac5fa64f99ed9cc31c3496;218a0f71463d1bb34f98d52f6dcb7038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315808/ERR315808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315808/ERR315808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAKOSE_3_1_81DHUABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAKOSE_3_2_81DHUABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAKOSE_3_1_81DHUABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAKOSE_3_2_81DHUABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315808	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315808		sample_AHX_408172_7SUR1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
506																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288825	ERR315689	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	270296.0	151935214.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AADOTS_GGFQ8FC02	run_2.GAC.AHX_AADOTS_GGFQ8FC02	68410192	4aa02a5e1b21b84e8e75fb8cd966c189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315689/ERR315689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GGFQ8FC02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GGFQ8FC02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315689	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315689		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
507																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288824	ERR315690	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	549189.0	308466097.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AADOTS_GIWOK7M02	run_2.GAC.AHX_AADOTS_GIWOK7M02	134205735	727c3bb333cad69208d532e50a093660	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315690/ERR315690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GIWOK7M02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOTS_GIWOK7M02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315690	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315690		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
511																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288828	ERR315694	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	211886.0	178082919.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium LR Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_4.GAC.AHX_AADOKS_GJG1U1Y04	run_4.GAC.AHX_AADOKS_GJG1U1Y04	67807001	75fbdbc96f3a0241c534205e66944b78	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315694/ERR315694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOKS_GJG1U1Y04.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AADOKS_GJG1U1Y04.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315694	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315694		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
522																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288960	ERR315807	408172.0	marine metagenome	unspecified	PAIRED	92732359.0	19288330672.0	unspecified paired end sequencing; Marine metagenome GA IIx Pairee	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AADOSP_3_C002FABXX	run_AHX_AADOSP_3_C002FABXX	7989028052;7989538400	2ecdc19a486cce12b30c0160381854f7;4103f59ada0b8afe62013ad09a8c9cc2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315807/ERR315807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315807/ERR315807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_3_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_3_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_3_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_3_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315807	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315807		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
525																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288953	ERR315810	408172.0	marine metagenome	unspecified	PAIRED	27437583.0	5926517928.0	unspecified paired end sequencing; Marine metagenome GA IIx Pairee	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AADOSP_2_61WLBAAXX	run_AHX_AADOSP_2_61WLBAAXX	2363958557;2404731976	adde02e13d9780818628aead4da52fd2;753088fed522f134566abf583d82ff88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315810/ERR315810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315810/ERR315810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_2_1_61WLBAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_2_2_61WLBAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_2_1_61WLBAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_2_2_61WLBAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315810	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315810		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
528																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288955	ERR315813	408172.0	marine metagenome	unspecified	PAIRED	92640854.0	19269297632.0	unspecified paired end sequencing; Marine metagenome GA IIx Pairee	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AADOSP_4_C002FABXX	run_AHX_AADOSP_4_C002FABXX	8022189809;7984169345	c68542dcd7ab322149dd48dd9df6ac8d;ccf7ab9eaf3e51d63cabbd9776c8befd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315813/ERR315813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315813/ERR315813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_4_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_4_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_4_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_4_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315813	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315813		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
534																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288972	ERR315819	408172.0	marine metagenome	unspecified	PAIRED	28824136.0	6226013376.0	unspecified paired end sequencing; Marine metagenome GA IIx Pairee	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AADOSP_1_61WLBAAXX	run_AHX_AADOSP_1_61WLBAAXX	2497857272;2541110582	5043b85fa1cbe7243bce1e3ccc646ff2;5ef1f25d550ea71589a8b0731b24dc60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315819/ERR315819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315819/ERR315819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_1_1_61WLBAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_1_2_61WLBAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_1_1_61WLBAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_1_2_61WLBAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315819	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315819		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
